dataset,method,model,calib_size,mean,q90,std,raw
wine,JaB,PCA,300,0.1,0.191,0.078,"[0, 0.13666, 0.13, 0.17893, 0, 0, 0.13, 0.13, 0.11, 0.15413, 0, 0.11832, 0.158, 0.125, 0.18998, 0.10065, 0.08833, 0.18163, 0, 0.13, 0, 0.18447, 0.029140000000000003, 0, 0, 0.095, 0.11332, 0.13, 0.02998, 0.18999, 0.004, 0.14078000000000002, 0, 0, 0.00666, 0.08577, 0.09166, 0, 0.17998, 0, 0.13, 0.105, 0.11201, 0.10332, 0.15443, 0, 0.23695, 0.2788, 0.24748, 0.11033, 0.13, 0.25217, 0, 0, 0.13, 0.11614000000000001, 0.1315, 0.13, 0.12171, 0.12417, 0.16749, 0.14415, 0.22016, 0, 0, 0, 0.13, 0.04364, 0, 0.13166, 0.1, 0.13, 0.29946, 0.13, 0.13167, 0.00333, 0, 0.13998, 0.02945, 0.16489, 0.20029, 0.1, 0, 0, 0.002, 0, 0.1215, 0, 0.20431, 0.16512000000000002, 0.11, 0, 0.105, 0.10081, 0.07999, 0.13, 0.23287, 0.13, 0.13, 0.24111]"
wine,JaB,PCA,400,0.097,0.193,0.081,"[0, 0.16843, 0.14166, 0.13, 0, 0, 0.0025, 0.13, 0.11, 0.04413, 0, 0.14649, 0.16668, 0.11, 0.18998, 0, 0.11127000000000001, 0.1325, 0.00333, 0.18163, 0, 0.0025, 0.14929, 0, 0.12999, 0, 0.11332, 0.33498, 0.043300000000000005, 0.13, 0.006, 0, 0.07078000000000001, 0, 0.01233, 0.00666, 0, 0.09166, 0.1733, 0, 0.1325, 0.27943, 0.10332, 0.25831, 0.2828, 0.23695, 0.08701, 0.00999, 0.105, 0, 0.14032, 0.13, 0.025, 0.14114, 0.1315, 0.06534, 0.13, 0.13, 0.125, 0.13, 0.12249, 0.15081, 0, 0.22499, 0, 0, 0.11333, 0.017, 0, 0.13, 0.1, 0.03833, 0.13, 0.31115, 0.1, 0.10611, 0.13, 0, 0.13, 0.16497, 0, 0.1, 0, 0, 0.022, 0.11529, 0.1175, 0, 0.226, 0.21912, 0.015, 0.11, 0.12247, 0.105, 0.13, 0.07999, 0.13, 0.13, 0.22666, 0.1678]"
wine,JaB,PCA,500,0.096,0.184,0.075,"[0.00367, 0.17193, 0.13, 0.14166, 0, 0, 0.04413, 0.12165, 0.13, 0.13, 0, 0.18998, 0.13532, 0.14997, 0.16467, 0, 0.15035, 0.12499, 0.1325, 0.01833, 0, 0, 0.12999, 0.14529, 0.1325, 0, 0.10998, 0.09329, 0.13, 0.01, 0.026, 0.00666, 0.014830000000000001, 0, 0.002, 0.10566, 0, 0, 0.07078000000000001, 0.17998, 0.10332, 0.27943, 0.105, 0.1375, 0.2828, 0.0135, 0.09118, 0.23695, 0.25781, 0, 0.13, 0.13, 0.14497, 0.06534, 0.025, 0.13, 0.1315, 0.11614000000000001, 0.13, 0.125, 0.12249, 0.22333, 0, 0, 0, 0.18581, 0.13, 0.11333, 0, 0.047310000000000005, 0.1, 0, 0.25165, 0.13, 0.13, 0.13, 0, 0.1, 0.10754, 0.16985, 0.11864, 0.1215, 0, 0.1, 0, 0, 0.022, 0, 0.23, 0.16412000000000002, 0.11, 0.105, 0.12247, 0, 0.13, 0.13, 0.07999, 0.13, 0.22402, 0.18361]"
wine,JaB,PCA,600,0.092,0.181,0.079,"[0.00367, 0.15915, 0.16, 0.13, 0, 0, 0.13, 0.12165, 0.13, 0.04413, 0, 0.14432, 0.18998, 0.23595, 0.14997, 0, 0.11, 0.13, 0.14987, 0.01833, 0, 0.15558, 0.12999, 0, 0.0, 0.13, 0, 0.13, 0.065, 0.01, 0.026, 0.014830000000000001, 0.10166, 0, 0.14078000000000002, 0.00666, 0, 0.17998, 0, 0, 0.15943000000000002, 0.13, 0.10332, 0.105, 0.2528, 0, 0.25191, 0.09118, 0.28996, 0, 0.13, 0, 0.16032, 0.025, 0, 0.11614000000000001, 0.06534, 0.1315, 0.13, 0.125, 0.12249, 0.18581, 0.22333, 0, 0, 0, 0.13, 0.13166, 0.03732, 0, 0.1, 0.13, 0, 0.31115, 0.13, 0, 0, 0.11156, 0.17014, 0.1, 0.11029, 0, 0.1, 0, 0.02, 0.1215, 0, 0, 0.23, 0.16644, 0, 0.11, 0.12247, 0.105, 0.13, 0.07999, 0.13, 0.23166, 0.13, 0.16948]"
wine,JaB,PCA,700,0.091,0.182,0.076,"[0, 0.13666, 0.13, 0.17675000000000002, 0.13, 0, 0, 0.11, 0.13, 0.04413, 0, 0.17367, 0, 0.12499, 0.18998, 0.12032, 0.11145000000000001, 0.18163, 0.01833, 0.13, 0.18194000000000002, 0, 0.09329, 0, 0.043300000000000005, 0.12999, 0.13, 0.0, 0, 0.13, 0.20578, 0, 0.00666, 0, 0.0285, 0.03148, 0.04566, 0, 0, 0.17998, 0.105, 0.13, 0.23695, 0.15943000000000002, 0.25778, 0.10665, 0.10218, 0.0125, 0, 0.27781, 0.16332, 0, 0.13, 0.12031, 0.1315, 0.025, 0.13, 0.125, 0.04034, 0.13, 0.12249, 0.15081, 0, 0.22333, 0, 0, 0.11333, 0.13, 0.017, 0, 0.1, 0.23163, 0, 0.13333, 0.02754, 0.13, 0, 0.13998, 0, 0.16332, 0.11864, 0, 0.1, 0, 0, 0, 0.021, 0.1175, 0.23, 0.16644, 0.11, 0, 0.09081, 0.105, 0.13, 0.13, 0.13, 0.08998, 0.17111, 0.22667]"
wine,JaB,PCA,800,0.096,0.183,0.079,"[0, 0, 0.13666, 0.16340000000000002, 0.13, 0.13, 0.1425, 0, 0.0075, 0.11, 0, 0.15032, 0.12499, 0, 0.18998, 0.17693, 0.00333, 0.10976, 0.17697, 0.13, 0.18194000000000002, 0.12999, 0, 0, 0.122, 0.0025, 0.13, 0, 0.02998, 0.09329, 0.20578, 0, 0, 0.07845, 0.03148, 0, 0.00666, 0.10966000000000001, 0.1733, 0, 0.16276000000000002, 0.1325, 0.08701, 0.14665, 0.0125, 0.105, 0.29029, 0.2828, 0.23695, 0.01332, 0.13, 0.16032, 0.024980000000000002, 0.12031, 0.13, 0.04034, 0.16143000000000002, 0.13, 0, 0.125, 0.12249, 0.15081, 0.22333, 0, 0, 0, 0.019, 0.12833, 0.13, 0.13167, 0.09998, 0.31115, 0.13, 0, 0, 0, 0.13, 0.13998, 0.02611, 0.15903, 0.20029, 0.022, 0.1, 0, 0, 0, 0.1215, 0.23, 0, 0.16644, 0.11, 0.07999, 0.105, 0, 0.13, 0.12247, 0.13, 0.13, 0.23667000000000002, 0.1678]"
wine,JaB,PCA,900,0.094,0.194,0.077,"[0.13666, 0, 0.1325, 0.13, 0, 0.06209, 0, 0.11, 0.034140000000000004, 0.13, 0.19149, 0, 0.16998, 0.25717, 0.125, 0, 0.17697, 0.10091, 0.13, 0.00333, 0, 0.1325, 0, 0.13, 0.18546, 0.10529000000000001, 0, 0.122, 0.12999, 0.043300000000000005, 0, 0, 0.0285, 0.00666, 0, 0.14078000000000002, 0.10166, 0.21998, 0.05647, 0, 0.105, 0.10332, 0.13747, 0.23695, 0.08701, 0.15943000000000002, 0.00666, 0.2528, 0.28944000000000003, 0, 0.025, 0.13, 0.14883, 0.11614000000000001, 0, 0.13, 0.1315, 0.06534, 0.13, 0.13, 0.12249, 0.15081, 0, 0, 0.21348, 0.012, 0, 0.13, 0.13166, 0, 0.1, 0.13333, 0.23163, 0, 0, 0.13, 0, 0.10998, 0.02611, 0.16569, 0.11529, 0, 0, 0, 0.022, 0.1, 0, 0.11983, 0.23, 0.16644, 0.11, 0.015, 0.21747, 0.13, 0.1325, 0.105, 0.09331, 0.13, 0.22373, 0.16864]"
wine,JaB,PCA,1000,0.095,0.201,0.079,"[0, 0.13, 0, 0.13, 0.15915, 0, 0.1425, 0.0075, 0.05366, 0.11, 0, 0.18363000000000002, 0, 0.18233, 0.11145000000000001, 0.16595000000000001, 0.25828, 0.125, 0.13, 0, 0.12, 0.17496, 0.15347, 0.13, 0, 0, 0, 0.13, 0.043300000000000005, 0.029140000000000003, 0.20578, 0, 0.03648, 0, 0.026, 0.10566, 0.00666, 0.21998, 0, 0, 0.1375, 0.0125, 0.16276000000000002, 0.23695, 0.14332, 0.11201, 0.2528, 0.105, 0.28944000000000003, 0, 0.13, 0.15232, 0.12031, 0.025, 0, 0.1315, 0.13, 0.13, 0.13, 0.06534, 0, 0.22333, 0, 0.12249, 0.15081, 0, 0, 0.019, 0.13166, 0.13, 0.1, 0.00333, 0.13, 0.13, 0, 0, 0.25165, 0.13332, 0.16497, 0.02611, 0.20029, 0.1, 0.022, 0.1175, 0, 0, 0, 0, 0.16644, 0.23, 0.11, 0.105, 0.13, 0.13, 0.13, 0.12247, 0, 0.08998, 0.21622, 0.1678]"
wine,J+aB,PCA,100,0.094,0.22,0.086,"[0, 0.13, 0.11, 0.21984, 0.13, 0, 0.13, 0, 0, 0.19913, 0, 0.13, 0.13, 0.1, 0.12499, 0.11266, 0, 0.29363, 0.1325, 0.11, 0, 0, 0.0025, 0.12666, 0.13, 0.2311, 0.13, 0.13, 0, 0.14248, 0.19078, 0, 0, 0, 0, 0, 0.09166, 0.23, 0, 0, 0.105, 0.2628, 0.21864, 0.08833, 0.13013, 0.13, 0.23695, 0.0045000000000000005, 0.20165, 0.01699, 0.13, 0.23446, 0.13, 0.10997, 0.11197, 0, 0, 0.015340000000000001, 0, 0.125, 0.16749, 0.15249000000000001, 0.11999, 0, 0, 0.17166, 0.03864, 0.13, 0, 0.115, 0.1, 0.13, 0.30031, 0, 0, 0.10998, 0, 0, 0, 0.1675, 0.097, 0.107, 0, 0, 0, 0, 0.13, 0.0, 0.2265, 0.28389000000000003, 0, 0.13, 0.0075, 0.20499, 0.08665, 0.13, 0.13, 0, 0.2028, 0.22451000000000002]"
wine,J+aB,PCA,200,0.088,0.222,0.085,"[0, 0.05448, 0.13, 0.13, 0, 0.11, 0, 0.04413, 0.13, 0.13, 0, 0.11142, 0.23, 0.02, 0.15833, 0, 0.14665, 0.125, 0.26697, 0.13, 0.23771, 0, 0, 0.0025, 0, 0.13, 0.12, 0.095, 0.13, 0.043300000000000005, 0.07078000000000001, 0.004, 0.11166, 0.21998, 0.04166, 0, 0, 0.009000000000000001, 0, 0, 0.08701, 0.13, 0.10665, 0.15943000000000002, 0.10833, 0.24277, 0.00333, 0.27781, 0.01699, 0.2788, 0, 0, 0.18197, 0.0115, 0.13, 0.14114, 0, 0.015340000000000001, 0, 0.22832, 0.15081, 0.09749000000000001, 0, 0.22166, 0, 0, 0.13, 0.11333, 0.002, 0, 0.1, 0.13333, 0.31165, 0, 0, 0.13, 0, 0.025, 0.1, 0.16488, 0.20029, 0.097, 0, 0, 0.002, 0, 0.0, 0.226, 0, 0.16412000000000002, 0.11, 0, 0.03081, 0.105, 0.13, 0.13, 0.07999, 0.13, 0.21472, 0.2528]"
wine,J+aB,PCA,300,0.094,0.211,0.087,"[0, 0.13, 0.12165, 0, 0.10591, 0.0025, 0, 0.13, 0.13, 0.15413, 0.02, 0.25043, 0.17497000000000001, 0, 0, 0.11, 0.14888, 0.20998, 0.20032, 0.13, 0.0025, 0.15911, 0.13, 0, 0, 0.33498, 0, 0.15499, 0.065, 0.01, 0.07078000000000001, 0.002, 0.00666, 0, 0.06934, 0, 0, 0.09166, 0, 0.1733, 0.1, 0.13, 0.10218, 0, 0.15943000000000002, 0.28378, 0.23777, 0.105, 0.27499, 0.01699, 0.17974, 0, 0.004, 0, 0.11614000000000001, 0.13, 0.13, 0.06534, 0, 0.125, 0.16249, 0.15081, 0, 0, 0.22183, 0, 0.13, 0.012, 0.11333, 0, 0.1, 0.33663, 0.13333, 0.13, 0.13, 0, 0.13998, 0, 0.025, 0.1711, 0.20029, 0, 0.1, 0, 0, 0, 0, 0.0, 0.226, 0.13518, 0.13, 0, 0.07999, 0.105, 0.11581, 0.13, 0.13, 0.13191, 0.22787000000000002, 0.2478]"
wine,J+aB,PCA,400,0.087,0.171,0.076,"[0.13, 0.13, 0, 0, 0.16166, 0, 0.11499, 0.14259, 0.15913, 0, 0.158, 0, 0, 0.11892, 0.14032, 0.01833, 0.13, 0.11, 0.17497000000000001, 0.20998, 0, 0.12333, 0.10998, 0, 0.16528, 0, 0, 0.13, 0.01, 0.095, 0.07078000000000001, 0.006, 0.03148, 0, 0, 0.04166, 0, 0, 0.1733, 0, 0.1325, 0.10218, 0.23777, 0.10457, 0.105, 0.15943000000000002, 0.0125, 0.25781, 0.2828, 0.01532, 0, 0.10497000000000001, 0.15413, 0.14336, 0.0115, 0.13, 0.06534, 0.13, 0, 0.125, 0.12499, 0.15081, 0, 0.22333, 0.13, 0, 0, 0.017, 0.11333, 0, 0.1, 0.13167, 0.25663, 0.03833, 0, 0, 0.13, 0.1, 0.02611, 0.17071, 0.11529, 0, 0.1, 0.002, 0, 0, 0, 0.021500000000000002, 0.226, 0.16644, 0.11, 0, 0.13, 0.105, 0.08665, 0.09081, 0.13, 0.13, 0.23573, 0.17029]"
wine,J+aB,PCA,500,0.086,0.175,0.075,"[0.18339, 0.16166, 0, 0, 0.12165, 0.13, 0, 0.13, 0.13, 0.04413, 0, 0, 0.17497000000000001, 0.12032, 0.16998, 0.02, 0.17717, 0.11, 0.15035, 0.13, 0.20696, 0, 0, 0, 0, 0.12, 0.13, 0.13, 0.10329, 0.043300000000000005, 0, 0.07078000000000001, 0.026, 0, 0.014830000000000001, 0, 0, 0.1733, 0.10166, 0, 0.15943000000000002, 0.1325, 0.23695, 0.08701, 0.10332, 0, 0.105, 0.25378, 0, 0.25781, 0, 0.13474, 0.14114, 0.0115, 0.025, 0, 0.06534, 0.13, 0, 0.125, 0.12249, 0, 0, 0.15081, 0.13, 0, 0.17333, 0.04364, 0.11333, 0, 0.09998, 0.25115, 0.13, 0, 0, 0.1, 0, 0.14933, 0.02611, 0.16985, 0.11529, 0.1, 0, 0, 0, 0, 0.022, 0.0175, 0.2245, 0.16512000000000002, 0.11, 0.11581, 0, 0.11499, 0.13, 0.13, 0.1275, 0.08665, 0.22033, 0.19361]"
wine,J+aB,PCA,600,0.086,0.17,0.075,"[0, 0.13, 0, 0.1325, 0.11, 0.16993, 0, 0.13666, 0.13, 0.04413, 0.11, 0, 0.158, 0.16998, 0, 0.14032, 0, 0.1325, 0.14997, 0.15357, 0, 0.0, 0, 0.12666, 0.17347, 0, 0.09329, 0.13, 0.13, 0.042480000000000004, 0, 0.07078000000000001, 0.026, 0, 0, 0.04482, 0.10166, 0, 0.17998, 0, 0.13, 0.08701, 0.10332, 0.105, 0.15943000000000002, 0, 0.23859, 0.25378, 0.30032, 0, 0, 0.15392, 0.025, 0.11614000000000001, 0.0115, 0.13, 0.13, 0.06534, 0, 0.125, 0.09749000000000001, 0.15081, 0.22166, 0, 0, 0.13, 0, 0.012, 0.11833, 0, 0.09998, 0.13, 0.2303, 0, 0.13, 0, 0.10998, 0.03087, 0, 0.15978, 0.11529, 0.1, 0, 0, 0, 0.034, 0.022, 0, 0.225, 0.16644, 0.11, 0, 0.105, 0.09747, 0.07999, 0.13, 0.13, 0.13, 0.23166, 0.17029]"
wine,J+aB,PCA,700,0.088,0.176,0.077,"[0.11, 0.13, 0.16811, 0, 0.1325, 0.13, 0.04413, 0.16166, 0, 0, 0, 0, 0.20998, 0.15216000000000002, 0.19694, 0.14032, 0.11, 0.14997, 0, 0.13, 0, 0.17347, 0.0025, 0.12, 0.13, 0.13, 0, 0, 0.09329, 0.043300000000000005, 0.026, 0.07078000000000001, 0.024820000000000002, 0.10566, 0, 0, 0.00666, 0, 0.21998, 0.13, 0.13083, 0.10332, 0.15943000000000002, 0.105, 0.23695, 0.08701, 0.0125, 0.2788, 0.28896, 0.01332, 0, 0.14497, 0.0115, 0.14498, 0.13, 0, 0.025, 0.04034, 0, 0.125, 0.09749000000000001, 0.15081, 0.22333, 0, 0, 0, 0.13, 0.012, 0.11833, 0, 0.1, 0.13, 0.13, 0.21163, 0, 0, 0, 0.10998, 0.02611, 0.16832, 0.11529, 0, 0, 0.1, 0.022, 0.021500000000000002, 0, 0, 0.23, 0.16644, 0.11, 0.12247, 0, 0.105, 0.13, 0.08665, 0.1325, 0.13, 0.22666, 0.17029]"
wine,J+aB,PCA,800,0.091,0.201,0.079,"[0.13666, 0, 0, 0.13, 0.13, 0.11, 0, 0.04413, 0.17907, 0.13, 0, 0.20032, 0.20998, 0.16694, 0.13, 0, 0.14551, 0.13, 0.11, 0.14497, 0, 0.20696, 0, 0.0025, 0.13, 0.12666, 0.09329, 0.13, 0, 0.02998, 0.20578, 0, 0.07845, 0, 0.07166, 0, 0.01233, 0.00333, 0.17998, 0, 0.1375, 0.08701, 0.14332, 0.105, 0.15943000000000002, 0.2828, 0.30781000000000003, 0.0125, 0.23695, 0.00999, 0, 0.025, 0.15507, 0.13, 0.0115, 0, 0.11614000000000001, 0, 0.12195, 0.125, 0.12249, 0.15081, 0, 0, 0.22183, 0.03032, 0, 0.13, 0.11833, 0, 0.13333, 0.09998, 0.2303, 0, 0, 0.1, 0, 0.13, 0.0261, 0.15999, 0.11529, 0.1, 0, 0, 0.022, 0.034, 0, 0, 0.23, 0.16644, 0.105, 0, 0.11, 0.12247, 0.07999, 0.13, 0.1325, 0.13, 0.22577, 0.17033]"
wine,J+aB,PCA,900,0.091,0.201,0.081,"[0, 0.07209, 0, 0.13, 0, 0.12165, 0.04413, 0.13666, 0.13, 0.1325, 0.15032, 0.11, 0, 0.16694, 0.10976, 0, 0.25598, 0.14497, 0.01833, 0.13, 0.002, 0, 0.21127, 0.0025, 0, 0.13, 0.13, 0.12666, 0.10329, 0.043300000000000005, 0.026, 0.14078000000000002, 0, 0.00333, 0, 0.03815, 0, 0.10166, 0, 0.1733, 0.11701, 0.13083, 0.27943, 0.10665, 0.23695, 0.105, 0.2828, 0.33032, 0.0125, 0.01532, 0.13, 0.15507, 0.025, 0.11614000000000001, 0.13, 0.0115, 0.04034, 0, 0.125, 0, 0.15081, 0.12249, 0, 0.21348, 0, 0, 0.03864, 0.13, 0.12833, 0.00167, 0.13333, 0.09998, 0, 0.23163, 0.13, 0, 0.1, 0, 0.02611, 0.16999, 0, 0.20029, 0, 0.1, 0.022, 0, 0.01983, 0, 0.23, 0.16644, 0.11, 0.12247, 0, 0.105, 0.07999, 0.13, 0.13, 0.13, 0.22972, 0.17033]"
wine,J+aB,PCA,1000,0.086,0.176,0.078,"[0, 0.13, 0, 0, 0.16059, 0.1325, 0.04413, 0.13, 0.14583, 0.11, 0.17594, 0, 0.184, 0.16998, 0, 0.11033, 0.11, 0.15697, 0, 0.13, 0, 0, 0.0025, 0.13, 0.13, 0, 0.17488, 0.12666, 0.043300000000000005, 0.10329, 0.026, 0, 0, 0, 0.07078000000000001, 0.10166, 0.04315, 0.17998, 0, 0, 0.09118, 0.1375, 0.10332, 0.15943000000000002, 0.23695, 0.00666, 0.105, 0.2686, 0.30781000000000003, 0.00999, 0, 0.15507, 0.11614000000000001, 0.025, 0.0115, 0.13, 0, 0, 0.06534, 0.13, 0.12249, 0, 0.22016, 0.15081, 0, 0, 0.012, 0.13, 0.00167, 0.11833, 0.23163, 0.09332, 0, 0.13, 0.13, 0, 0, 0.10998, 0.00111, 0.16332, 0.20029, 0.1, 0, 0, 0.02, 0, 0.01983, 0, 0.23, 0.16644, 0.11, 0.12247, 0, 0.08665, 0.105, 0.13, 0.13, 0.13, 0.22077, 0.17029]"
wbc,JaB,PCA,100,0.483,0.836,0.274,"[0.64, 0.89238, 0.4, 0.4, 0.94, 0.21249, 0.58578, 0.65, 0.58, 0.71996, 0, 0.54062, 0.89047, 0, 0.86328, 0.56308, 0.76052, 0.46602, 0.4, 0.1425, 0.00333, 0.0825, 0.56185, 0.54216, 0.69773, 0.4, 0.7675, 0.74171, 0.83484, 0.84634, 0.41129, 0.55397, 0.185, 0.22, 0.0109, 0.326, 0.73906, 0.74056, 0.23747, 0.79, 0.5165, 0.59934, 0.38999, 0.8206600000000001, 0.78206, 0.91272, 0.42801, 0, 0.80089, 0.72201, 0.36523, 0.2985, 0.0042899999999999995, 0.70468, 0.39305, 0.94, 0.63258, 0.31889, 0.64, 0.86, 0.6845600000000001, 0, 0.4, 0.40494, 0.4, 0.6385, 0.64, 0.3295, 0.382, 0.67823, 0.49635999999999997, 0.55892, 0.58732, 0, 0.4, 0.61564, 0.54837, 0.58167, 0, 0.65231, 0, 0.68941, 0.86424, 0.105, 0.88907, 0, 0.305, 0.12333, 0.55233, 0.28337, 0.15, 0.54135, 0.0789, 0.358, 0.75237, 0.66337, 0, 0.5692699999999999, 0.4, 0.53512]"
wbc,JaB,PCA,200,0.682,0.91,0.241,"[0.94, 0.86, 0.75247, 0.76605, 0.98, 0.87686, 0.56751, 0.98, 0.72638, 0.84578, 0.91087, 0.97933, 0.77706, 0.8692, 0, 0.46602, 0.72055, 0.84072, 0.87, 0.87618, 0.59613, 0.45948, 0.67216, 0.74086, 0.8146, 0.91, 0.77439, 0.9067, 0.72313, 0.80417, 0.69504, 0.74, 0.58169, 0.89085, 0.6096199999999999, 0.11, 0.75705, 0.61066, 0.326, 0.98, 0.75127, 0.81645, 0.79409, 0.57903, 0.84999, 0.87022, 0.33, 0.80206, 0.87502, 0.7214700000000001, 0.71802, 0.02949, 0.68406, 0.66243, 0.96858, 0.91, 0.39361999999999997, 0.60608, 0.87, 0.855, 0.77976, 0.43193, 0.87, 0.98, 0.45962, 0.4595, 0.622, 0.94, 0.886, 0.5964, 0.66823, 0.71618, 0.62055, 0.61933, 0.63814, 0.71, 0.91, 0.67089, 0.26, 0.72668, 0.60247, 0.63021, 0, 0.67843, 0.47783, 0.80403, 0.395, 0.79169, 1.0, 0, 0.87691, 0.075, 0.88, 0.68893, 0.75805, 0.6165, 0.54696, 0.78404, 0, 0.66418]"
wbc,JaB,PCA,300,0.711,0.912,0.183,"[0.86, 0.94, 0.84332, 0.72435, 0.91145, 0.87686, 0.66, 0.86418, 0.71199, 0.98, 0.5575, 0.77635, 0.926, 0.26, 0.46752, 0.79052, 0.73678, 0.9267, 0.87, 0.81332, 0.33948, 0.74086, 0.70911, 0.60335, 0.91, 0.8146, 0.71271, 0.91085, 0.80315, 0.62388, 0.47742, 0.70469, 0.58469, 0.88344, 0.76756, 0.58, 0.68937, 0.59755, 0.98, 0.55897, 0.74444, 0.80059, 0.80878, 0.84999, 0.80206, 0.90273, 0.58436, 0.76782, 0.72201, 0.49, 0.68406, 0.65001, 0.69786, 0.323, 0.868, 0.5601, 0.87758, 0.63924, 0.86, 0.91, 0.79456, 0.87, 0.81604, 0.47722, 0.98, 0.94, 0.71691, 0.4595, 0.886, 0.64773, 0.65105, 0.71641, 0.6145, 0.98, 0.71, 0.5406299999999999, 0.71694, 0.76, 0.7167, 0.62505, 0.155, 0.67243, 0.91429, 0.95, 0.73025, 0.70837, 0.48043, 0.78419, 0.1725, 0.64089, 0.075, 0.8230500000000001, 0.74987, 0.74868, 0.60506, 0.88, 0.6137, 0.54822, 0.60773, 0.54632]"
wbc,JaB,PCA,400,0.719,0.911,0.162,"[0.94, 0.86, 0.78434, 0.776, 0.87, 0.86418, 0.98, 0.91145, 0.66, 0.7180300000000001, 0.86587, 0.76835, 0.97, 0.7321, 0.39, 0.9185, 0.82722, 0.46752, 0.64411, 0.89, 0.73042, 0.34032, 0.60335, 0.70704, 0.98, 0.91086, 0.71984, 0.88085, 0.80417, 0.57438, 0.56669, 0.57442, 0.87, 0.58429, 0.7617, 0.75705, 0.7093700000000001, 0.59755, 0.59797, 0.9325, 0.80878, 0.74844, 0.80206, 0.84999, 0.79522, 0.49885, 0.79409, 0.33, 0.85399, 0.7214700000000001, 0.514, 0.5547, 0.9015, 0.02949, 0.6575799999999999, 0.76243, 0.71868, 0.45169, 0.91, 0.8, 0.79458, 0.79823, 0.85125, 0.94, 0.57379, 0.91, 0.61687, 0.516, 0.71391, 0.66456, 0.71952, 0.66558, 0.98, 0.57, 0.62448, 0.53445, 0.735, 0.72668, 0.71694, 0.62046, 0.70836, 0.67843, 0.84062, 0.56333, 0.91429, 0.70837, 0.84472, 0.72, 0.78419, 0.72652, 0.83219, 0.58003, 0.59805, 0.88, 0.7236, 0.63378, 0.7657, 0.52899, 0.55388, 0.54112]"
wbc,JaB,PCA,500,0.713,0.882,0.159,"[0.94, 0.90145, 0.84332, 1.0, 0.86, 0.74688, 0.86418, 0.77436, 0.71461, 0.66, 0.5575, 0.39, 0.75335, 0.72478, 0.83629, 0.93337, 0.82722, 0.46752, 0.71785, 0.87, 0.53148, 0.82086, 0.8146, 0.71271, 0.57011, 0.66635, 0.98, 0.75, 0.6258900000000001, 0.82786, 0.78893, 0.74, 0.56169, 0.7617, 0.56979, 0.75705, 0.221, 0.6096199999999999, 0.59131, 0.98, 0.73821, 0.76878, 0.8206600000000001, 0.73898, 0.46868, 0.70173, 0.80206, 0.86612, 0.59, 0.72201, 0.68406, 0.874, 0.57268, 0.72242, 0.39699, 0.70898, 0.8, 0.69928, 0.91, 0.63258, 0.79823, 0.94, 0.91, 0.6441, 0.69374, 0.67747, 0.51131, 0.6585, 0.4745, 0.859, 0.86836, 0.66558, 0, 0.71618, 0.67366, 0.51411, 0.98, 0.7167, 0.75163, 0.57, 0.66343, 0.78419, 0.80726, 0.74024, 0.70836, 0.54783, 0.87, 0.72, 0.73837, 0.73252, 0.58003, 0.6261099999999999, 0.6165, 0.83219, 0.6062, 0.88, 0.54822, 0.83935, 0.60738, 0.76428]"
wbc,JaB,PCA,600,0.722,0.926,0.161,"[0.94, 0.76418, 0.98, 0.91345, 0.77436, 0.71394, 0.80957, 0.86, 0.70512, 0.87, 0.85837, 0.79052, 0.47002, 0.9267, 0.72478, 0.926, 0.76835, 0.39, 0.81782, 0.94, 0.53148, 0.82086, 0.98, 0.66635, 0.74, 0.67012, 0.7946, 0.64264, 0.6258900000000001, 0.80586, 0.75254, 0.74, 0.7617, 0.5967, 0.3035, 0.56864, 0.75705, 0.55679, 0.61898, 0.98, 0.75627, 0.74661, 0.46214, 0.80206, 0.78399, 0.76782, 0.76066, 0.74272, 0.88, 0.7214700000000001, 0.68406, 0.71928, 0.311, 0.40999, 0.874, 0.8, 0.65259, 0.77143, 0.58785, 0.91, 0.79823, 0.68164, 0.76782, 0.75795, 0.50532, 0.91, 0.70407, 0.94, 0.58621, 0.59896, 0.71975, 0.70021, 0.98, 0.94, 0.73982, 0.405, 0.60497, 0.75163, 0.7117, 0.135, 0.76836, 0.87, 0.66943, 0.98358, 0.72, 0.79837, 0.44043, 0.81468, 0.79169, 0.72652, 0.58003, 0.8372, 0.7482, 0.6272, 0.87, 0.62119, 0.72384, 0.67672, 0.49035, 0.5468]"
