dataset,method,model,mean,q90,std,raw
fraud,CV+,PCA,0.18,0.188,0.006,"[0.18476, 0.16914, 0.16365, 0.17697, 0.18507, 0.17387, 0.18301, 0.18404, 0.18268, 0.18153, 0.1863, 0.18094, 0.17904, 0.18473, 0.18185, 0.17485, 0.17733, 0.18684, 0.16888, 0.17733, 0.16682, 0.17932, 0.19166, 0.18052, 0.18799, 0.183, 0.17629, 0.17317, 0.17556, 0.17443, 0.17466, 0.1774, 0.18396, 0.17554, 0.17334, 0.17596, 0.18481, 0.17884, 0.17502, 0.18689, 0.1991, 0.18048, 0.18309, 0.17838, 0.17426, 0.17523, 0.17592, 0.18409, 0.18246, 0.17897, 0.17662, 0.19269, 0.18115, 0.18778, 0.18247, 0.17597, 0.18343, 0.18243, 0.18118, 0.17952, 0.17599, 0.18209, 0.1826, 0.17956, 0.19208, 0.18842, 0.18497, 0.18383, 0.1801, 0.1892, 0.17958, 0.18326, 0.17445, 0.1708, 0.18171, 0.18007, 0.16802, 0.17474, 0.18259, 0.17408, 0.18552, 0.18292, 0.18146, 0.18635, 0.18535, 0.16954, 0.17653, 0.17391, 0.18495, 0.17944, 0.1887, 0.18769, 0.18129, 0.17844, 0.19107, 0.17765, 0.1813, 0.1761, 0.1789, 0.17024]"
wine,SC,IForest,0.032,0.107,0.088,"[0.09583, 0.009000000000000001, 0, 0, 0.19801, 0, 0, 0, 0, 0, 0, 0.5075, 0, 0, 0, 0.05928, 0, 0.02, 0, 0.139, 0.26631, 0, 0, 0, 0, 0, 0, 0, 0, 0.02714, 0.055, 0, 0, 0, 0, 0.04571, 0, 0.106, 0, 0, 0, 0, 0, 0, 0, 0, 0.02357, 0, 0.0075, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.015, 0, 0.13033, 0, 0, 0, 0, 0, 0.0075, 0, 0.045, 0.11103, 0, 0, 0, 0, 0, 0.37332, 0.28717, 0, 0.079, 0, 0.1765, 0, 0, 0, 0, 0.0075, 0, 0, 0, 0, 0, 0, 0, 0, 0.41249, 0.0075]"
wine,J,IForest,0.047,0.136,0.114,"[0.29546, 0, 0, 0, 0, 0, 0, 0, 0.015, 0, 0.0455, 0.09633, 0, 0.0155, 0, 0, 0.08, 0, 0, 0, 0, 0, 0.41109, 0, 0, 0.03883, 0, 0, 0, 0, 0, 0, 0.008, 0, 0.01657, 0, 0.17578, 0, 0, 0, 0, 0, 0, 0.026000000000000002, 0.27835, 0, 0.1185, 0.12134, 0.016, 0, 0, 0.12, 0, 0, 0, 0, 0.0405, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.055, 0.038, 0, 0, 0.10884, 0.008, 0, 0, 0.016, 0, 0, 0.27336, 0.08983000000000001, 0.65385, 0.02, 0, 0, 0, 0.22484, 0, 0, 0, 0.2792, 0.17525, 0, 0, 0, 0, 0.13157, 0, 0.61615, 0, 0, 0.096]"
wine,J+,IForest,0.04,0.141,0.081,"[0.03357, 0.11633, 0, 0.016, 0.073, 0, 0, 0.0075, 0, 0, 0.015, 0, 0.016, 0, 0.008, 0.008, 0, 0.27835, 0, 0, 0, 0, 0.30316, 0, 0, 0, 0, 0.0385, 0.12, 0.11, 0, 0, 0.0075, 0, 0, 0.01714, 0.016, 0, 0, 0, 0, 0, 0, 0, 0.16084, 0, 0.043000000000000003, 0, 0.099, 0, 0, 0, 0.14835, 0, 0, 0, 0, 0.07050000000000001, 0, 0, 0.14834, 0, 0.21918, 0, 0, 0, 0, 0.0745, 0, 0.032, 0.12917, 0, 0, 0, 0, 0, 0, 0.1, 0.015, 0.3615, 0.17668, 0.2575, 0, 0, 0.14017, 0, 0, 0, 0.08057, 0.11613, 0, 0, 0, 0, 0, 0, 0, 0.39019, 0, 0.032]"
wine,CV,IForest,0.063,0.218,0.133,"[0, 0, 0.42322, 0, 0, 0.12383, 0, 0, 0, 0, 0, 0, 0, 0.018000000000000002, 0, 0, 0.11167, 0, 0, 0, 0, 0, 0.45661, 0, 0.11, 0, 0, 0, 0.047, 0.21084, 0, 0, 0, 0.1505, 0, 0.016, 0, 0, 0, 0.035, 0.0925, 0, 0, 0.134, 0, 0.031, 0, 0.32717, 0.37236, 0, 0, 0.15251, 0.14002, 0.01633, 0, 0, 0, 0, 0, 0, 0.14, 0, 0, 0, 0.008, 0.03917, 0, 0, 0, 0, 0.37942, 0, 0.104, 0, 0, 0, 0, 0.15001, 0, 0.50404, 0.57645, 0.36726000000000003, 0, 0.05, 0, 0.58911, 0, 0, 0, 0.09099, 0, 0, 0, 0.00857, 0, 0, 0, 0, 0.28336, 0.04057]"
wine,CV+,IForest,0.037,0.149,0.091,"[0, 0.0225, 0.04825, 0, 0, 0, 0, 0, 0, 0.10883, 0, 0, 0, 0, 0, 0.23667, 0.008, 0, 0, 0, 0.17083, 0, 0, 0, 0.11, 0, 0, 0.14834, 0, 0.0385, 0.0075, 0.015, 0, 0, 0, 0.016, 0.01607, 0, 0, 0, 0, 0.008, 0, 0, 0.008, 0, 0, 0.15733, 0, 0.10167, 0, 0.035, 0.1, 0, 0, 0.008, 0, 0.07050000000000001, 0, 0, 0, 0.0075, 0, 0, 0, 0, 0, 0.032, 0.032, 0, 0.187, 0, 0.008, 0, 0, 0, 0, 0.27702, 0.39235000000000003, 0, 0.19503, 0.27553, 0, 0, 0, 0.59161, 0, 0, 0.10834, 0, 0, 0, 0, 0.03, 0, 0, 0, 0, 0, 0.16335]"
wbc,SC,IForest,0.119,0.355,0.153,"[0, 0.11466, 0.03, 0.44443, 0, 0, 0.21914, 0, 0.3334, 0, 0.04622, 0.04, 0, 0.27488, 0.03, 0.28601, 0.006999999999999999, 0.24213, 0, 0.03788, 0.145, 0, 0.37836, 0.1635, 0.17944, 0, 0.26163000000000003, 0.05071, 0, 0.0325, 0.152, 0.5431199999999999, 0.0375, 0, 0.045, 0.04622, 0.19477999999999998, 0.17684, 0.27321, 0.055, 0.0475, 0.39499, 0.14127, 0, 0.34384, 0, 0, 0.65091, 0.2395, 0.10571, 0.02, 0.5594, 0, 0, 0, 0.38785000000000003, 0.045, 0.0755, 0, 0, 0.12846, 0, 0.0545, 0.04669, 0, 0.223, 0.1045, 0.0675, 0, 0.49577, 0.1375, 0, 0, 0, 0.04, 0.10447, 0.16441999999999998, 0.025, 0, 0.1795, 0.27914, 0.23482999999999998, 0, 0, 0.0375, 0.1333, 0, 0, 0.097, 0, 0, 0, 0.35749, 0.065, 0, 0.16555999999999998, 0.035, 0.50156, 0, 0.35435]"
wbc,J,IForest,0.141,0.342,0.132,"[0.0, 0.0, 0.0, 0.08048, 0.16763, 0.0, 0.0, 0.0875, 0.028, 0.1709, 0.0575, 0.0, 0.0425, 0.13572, 0.07999, 0.0, 0.41887, 0.39446, 0.30212, 0.07414, 0.1985, 0.08579, 0.35455000000000003, 0.15771000000000002, 0.02, 0.0, 0.0625, 0.0, 0.059500000000000004, 0.13203, 0.34037, 0.13263, 0.26592, 0.0, 0.20124999999999998, 0.0, 0.11850000000000001, 0.39605, 0.1835, 0, 0.17267000000000002, 0.0985, 0.44516, 0.14264000000000002, 0.1135, 0.48253999999999997, 0.38928, 0.006999999999999999, 0.14719000000000002, 0, 0.20980000000000001, 0.21392, 0.0795, 0.052000000000000005, 0.083, 0.22942, 0.22032000000000002, 0.0, 0.1525, 0.0, 0, 0.27538, 0.05917, 0.47184, 0.12584, 0.14150000000000001, 0.14779, 0.1605, 0.0, 0.2962, 0.0575, 0.17243, 0.07150000000000001, 0.08157, 0.04, 0.0, 0.07498, 0.0, 0.05, 0.2155, 0.0, 0.23478000000000002, 0.35072, 0.096, 0.31596, 0.0, 0.24751, 0.1008, 0.12882, 0.08564000000000001, 0.0, 0.1195, 0.30415000000000003, 0.10064000000000001, 0, 0.47066, 0.34076, 0.25818, 0.31982, 0.15879000000000001]"
wbc,J+,IForest,0.146,0.348,0.133,"[0.0875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08048, 0.1709, 0.11800000000000001, 0.16763, 0.08621999999999999, 0.0575, 0.30212, 0.0975, 0.0, 0.30832, 0.07414, 0.13432, 0.0, 0.41970999999999997, 0.12271, 0.02, 0.38802, 0.108, 0.032, 0.08913, 0.0, 0.0, 0.15895, 0.05998, 0.3432, 0.0, 0.0, 0.13263, 0.27605, 0.18692, 0.39755, 0.1835, 0.195, 0.024, 0.06867, 0.44591000000000003, 0.15596000000000002, 0.128, 0.1135, 0.5041, 0.39928, 0.14719000000000002, 0.025419999999999998, 0.045, 0.20980000000000001, 0.21392, 0.1145, 0.0, 0.083, 0.1545, 0.22242, 0.0, 0.21366000000000002, 0.0, 0.0, 0.34706, 0.19717, 0.48079, 0.08513, 0.0, 0.14779, 0.223, 0.15649000000000002, 0.3517, 0.0575, 0.14393, 0.119, 0.0, 0.04, 0.07498, 0.12769, 0.065, 0.05, 0.23550000000000001, 0.0, 0.23019, 0.34406, 0.036000000000000004, 0.32097, 0.0, 0.25601, 0.11882000000000001, 0.124, 0.08898, 0, 0.1195, 0.34247, 0.10064000000000001, 0.0, 0.47316, 0.32031, 0.2644, 0.36048, 0.17679]"
wbc,CV,IForest,0.135,0.329,0.128,"[0.0, 0.08650000000000001, 0.0, 0.0, 0.0348, 0.0, 0.0, 0.1858, 0.0, 0.35502, 0.0, 0.20348, 0.35323, 0.08671999999999999, 0.21942, 0.0425, 0.08081, 0.20081000000000002, 0, 0.0, 0.31463, 0.0, 0.15499000000000002, 0.1887, 0.1095, 0.18971000000000002, 0.0, 0.0, 0.247, 0.06165, 0.34287, 0.14863, 0.0, 0.22, 0.34426, 0.0, 0.16734, 0.3147, 0.1835, 0.055, 0.113, 0.06, 0.12871, 0.37566, 0.089, 0.39107000000000003, 0.46815, 0.1475, 0.006999999999999999, 0.0, 0.21381, 0.0795, 0.12206, 0.10964, 0.02855, 0.23371, 0.0, 0.17864, 0.1878, 0.0, 0.0, 0.30594, 0.15783, 0.1365, 0.33281, 0.04909, 0.08948, 0.0, 0.075, 0.43573, 0.0, 0.21792, 0.2182, 0.119, 0.0, 0.065, 0.032, 0.02, 0.08299000000000001, 0.05, 0.0, 0.25095, 0.129, 0.0, 0.32097, 0.0, 0.27026, 0.16081, 0.11882000000000001, 0.08898, 0.0, 0.0, 0.32815, 0.10064000000000001, 0.22672, 0.26164, 0.482, 0.27176, 0.0, 0.27134]"
wbc,CV+,IForest,0.138,0.335,0.129,"[0.045, 0.0, 0.0, 0.0, 0.16763, 0.01713, 0.31644, 0.028, 0.0, 0.0, 0.08081, 0.0975, 0.0, 0.22122, 0.26813, 0.16266, 0.38534999999999997, 0.07414, 0.0, 0, 0.24771, 0.23355, 0.0, 0.15895, 0.05998, 0.0, 0.15871, 0.1095, 0.0, 0.15499000000000002, 0.14863, 0.3127, 0.195, 0.0, 0.34528, 0.0, 0.23355, 0.0685, 0.33926, 0.14350000000000002, 0.034, 0.14264000000000002, 0.131, 0.33516, 0.52477, 0.1135, 0.12000000000000001, 0.42061, 0.013999999999999999, 0.02, 0.21348, 0.08121, 0.22871, 0.0, 0.00571, 0.062, 0.065, 0.22032000000000002, 0.16616, 0.0, 0.33456, 0.12771, 0.0, 0.18763, 0.036000000000000004, 0.1765, 0.12448000000000001, 0.18288000000000001, 0.0, 0.3932, 0.0575, 0.19292, 0.119, 0.0, 0.065, 0.08496000000000001, 0.12152, 0.032, 0.05, 0.23584, 0.0, 0.23978, 0.34622, 0.32614, 0.0, 0.18374000000000001, 0.0, 0.29101, 0.1055, 0.08898, 0.0, 0.0, 0.31584, 0.10064000000000001, 0.0, 0.47966, 0.34481, 0.27068, 0.27289, 0.2555]"
ionosphere,SC,IForest,0.044,0.138,0.107,"[0.014, 0.10667, 0, 0, 0.0175, 0, 0, 0.01514, 0.26169, 0.009000000000000001, 0.15254, 0, 0, 0.005, 0.13662, 0, 0, 0.20778, 0, 0, 0, 0.0125, 0, 0, 0, 0.32445999999999997, 0.12792, 0.073, 0, 0, 0.006999999999999999, 0, 0.17038, 0, 0, 0, 0, 0, 0.10144, 0, 0, 0, 0, 0.005, 0.05471, 0.1293, 0.0485, 0.80781, 0.12646, 0.25948, 0, 0, 0, 0.0025, 0, 0, 0, 0.006999999999999999, 0.058499999999999996, 0, 0, 0, 0, 0, 0.0685, 0, 0, 0.0075, 0, 0, 0, 0.035, 0, 0, 0, 0, 0.28434, 0.0315, 0, 0, 0.08527, 0, 0.005, 0.27101000000000003, 0, 0, 0.11839, 0, 0.00714, 0, 0, 0, 0.005, 0, 0.00571, 0, 0, 0.23915, 0.01142, 0.0125]"
ionosphere,J,IForest,0.073,0.233,0.111,"[0.0, 0, 0.4833, 0, 0.08749, 0.23083, 0.31592, 0.0125, 0.12471, 0.06732, 0.22716, 0.031129999999999998, 0.03214, 0.008, 0.085, 0.004, 0, 0.023, 0.07585, 0.021500000000000002, 0.012, 0.009000000000000001, 0.29062, 0.04592, 0, 0.004, 0, 0.0125, 0.0, 0, 0.0485, 0.0, 0, 0.13953, 0.0, 0.15038, 0.11066, 0.015, 0.01142, 0.004, 0.08733, 0.0, 0, 0.0025, 0.16349, 0.44532, 0.25246, 0.25662, 0.17932, 0.01, 0.014450000000000001, 0.0, 0.004, 0.03333, 0.0075, 0, 0.12382, 0.11165, 0.08734, 0.0, 0.0, 0.0425, 0.0, 0.0, 0, 0.05249, 0.04333, 0.018000000000000002, 0.0, 0, 0.06833, 0, 0.08849, 0.08332, 0.0, 0.0, 0.11576, 0.16767, 0.0025, 0, 0.20065, 0.29828, 0.07183, 0.05921, 0.24898, 0.017, 0.56657, 0.0025, 0.006, 0.02113, 0.017, 0.0025, 0.29255, 0.015, 0.0, 0.0565, 0.15843000000000002, 0.012, 0.0, 0.08133]"
ionosphere,J+,IForest,0.064,0.193,0.09,"[0.1205, 0.28497, 0.22154000000000001, 0.0, 0.008, 0.0815, 0.16799, 0.0075, 0.008, 0.21264, 0.20183, 0.05, 0.0565, 0.0235, 0.004, 0.18897, 0.013000000000000001, 0.015, 0, 0.16899, 0.026000000000000002, 0.0455, 0.0, 0.016, 0.0375, 0.014, 0.069, 0.029, 0.0, 0, 0.0125, 0.0555, 0.0, 0.0, 0.08865, 0.006500000000000001, 0.08584, 0.0, 0.19186, 0, 0.0265, 0, 0.22032000000000002, 0.004, 0.06082, 0.16448, 0.28286, 0.32164, 0.17517, 0.02871, 0.006670000000000001, 0.10232, 0.0, 0, 0.0, 0.09465, 0.0, 0, 0.10834, 0, 0.0, 0.0, 0.004, 0.06664, 0.0, 0, 0.0, 0.019, 0.0, 0.021500000000000002, 0.07499, 0.01, 0.173, 0.0, 0.0, 0.0, 0.048709999999999996, 0.06332, 0.0635, 0, 0.08883, 0.09, 0.12917, 0.26515, 0.23981, 0.012, 0.1289, 0.48432, 0.024, 0.0, 0.0105, 0.026000000000000002, 0.16267, 0.05888, 0.0505, 0.0, 0, 0.0, 0, 0.0175]"
wine,SC,IForest,0.032,0.107,0.088,"[0.09583, 0.19801, 0.009000000000000001, 0, 0, 0, 0, 0, 0, 0, 0, 0.5075, 0, 0, 0, 0, 0, 0.02, 0.05928, 0.139, 0, 0, 0.26631, 0, 0, 0, 0, 0, 0, 0.02714, 0.055, 0, 0, 0, 0, 0.106, 0.04571, 0, 0, 0, 0, 0, 0, 0, 0, 0.0075, 0, 0.02357, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.015, 0, 0.13033, 0, 0, 0, 0, 0, 0.0075, 0.11103, 0.045, 0, 0, 0, 0, 0, 0, 0.37332, 0.28717, 0, 0.079, 0, 0.1765, 0, 0, 0, 0, 0.0075, 0, 0, 0, 0, 0, 0, 0, 0, 0.0075, 0.41249]"
ionosphere,CV,IForest,0.065,0.207,0.117,"[0.01934, 0.11643, 0.0025, 0.21895, 0.004, 0.06398, 0.0, 0.09156, 0.30016, 0.0115, 0.0025, 0.21522, 0, 0.18238, 0, 0, 0.0305, 0.0025, 0.0, 0.06832, 0.02, 0.079, 0.22856, 0.025, 0.011, 0.0, 0, 0.0, 0.0, 0, 0.0665, 0.0, 0, 0.0165, 0.005, 0.0, 0.0395, 0.0, 0, 0.37757, 0.09083, 0, 0.21248, 0.1937, 0.16466, 0.0, 0.0, 0, 0.11275, 0.0125, 0.023989999999999997, 0.0025, 0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.45978, 0.0625, 0.058, 0.06666, 0.0, 0.01, 0.0, 0.07666, 0.13312, 0.0, 0.04621, 0.08083, 0, 0.49279, 0.01, 0.0125, 0.0, 0.20631, 0.05517, 0.14734, 0.077, 0.01, 0.6636, 0.004, 0, 0.0, 0.38037, 0.023, 0.03984, 0.07366, 0.005, 0.10147, 0.0, 0.0, 0.0, 0.12333, 0.08832]"
ionosphere,CV+,IForest,0.062,0.204,0.098,"[0.0, 0.0645, 0, 0.02, 0.23917, 0.16715, 0.20898, 0.08, 0.004, 0.05904, 0, 0.029, 0.0105, 0, 0.24771, 0.0, 0.06899, 0.20331, 0.22915, 0.08732, 0.0265, 0.0025, 0.0815, 0, 0.016, 0.0, 0.025, 0.0, 0.018000000000000002, 0.01, 0.0, 0.0, 0.0275, 0.132, 0.0285, 0.008, 0.0, 0.12398, 0.0, 0, 0.22465000000000002, 0.07666, 0.0, 0, 0.15497, 0.39741, 0.24821000000000001, 0.1396, 0.12538, 0.029, 0.0, 0.01, 0, 0.0415, 0.00571, 0.0, 0.00571, 0.0, 0, 0, 0, 0.12933, 0.0, 0.05416, 0.0, 0.0175, 0, 0.0, 0.0, 0.08299, 0.06666, 0.009000000000000001, 0.00571, 0.0, 0.09916, 0.0025, 0, 0.16351, 0.0, 0.0, 0.21199, 0.0875, 0.16938, 0.0345, 0.24221, 0, 0.60905, 0.006500000000000001, 0.18334, 0.0, 0.12466, 0, 0.0165, 0, 0.0, 0.12499, 0.0, 0.02, 0.0, 0.08332]"
breastw,SC,IForest,0.178,0.328,0.112,"[0.16634, 0.14374, 0.19535, 0.12893, 0.21212, 0.28935, 0.40315, 0.14142, 0.32774, 0.22608, 0.32382, 0.18089, 0.0, 0.07643, 0.26098, 0.3391, 0.012, 0.11914, 0.25948, 0.10175, 0.07626999999999999, 0.02055, 0.34593, 0.07394, 0.16247999999999999, 0.11783, 0.20452, 0.39548, 0.20218, 0.26505, 0.01787, 0.12512, 0.16261, 0.27777999999999997, 0.15817, 0.3658, 0.15814999999999999, 0, 0.22222999999999998, 0.23222, 0.019659999999999997, 0.01064, 0.17292, 0.12612, 0.12684, 0.17013999999999999, 0.1846, 0.09918, 0.19524, 0.05728, 0.18809, 0.37655, 0.0, 0.26864, 0.2648, 0.23266, 0.30125, 0.04009, 0.42619, 0.12325, 0.30394, 0.15852, 0.33186, 0.2593, 0.05793, 0.31595, 0.14026, 0.26893, 0.08061, 0.32098, 0.03288, 0.35696, 0.03627, 0.24462, 0.014299999999999998, 0.32372, 0.2047, 0.0, 0.05233, 0.15662, 0.25573, 0.15677, 0.22431, 0.0, 0.21811999999999998, 0.19362, 0.0679, 0.05529, 0.050789999999999995, 0.049999999999999996, 0.25609, 0.14529, 0.29144, 0.26586, 0.018, 0.1427, 0.10103999999999999, 0.25858, 0.35727, 0.11302]"
breastw,J,IForest,0.184,0.302,0.09,"[0.22652999999999998, 0.28417, 0.14138, 0.21124, 0.10024999999999999, 0.10795, 0.15028, 0.2043, 0.19444, 0.30683, 0.26558, 0.08055999999999999, 0.17796, 0.2046, 0.09881, 0.08191999999999999, 0.28232, 0.28092, 0.10058, 0.09303, 0.11907999999999999, 0.14832, 0.10633, 0.11679, 0.08581, 0.12753, 0.25911, 0.27394, 0.33759, 0.25001, 0.19972, 0.0658, 0.25883, 0.28909999999999997, 0.20888, 0.24408, 0.24368, 0.18723, 0.37058, 0.28814, 0.0, 0.12107, 0.11992, 0.09572, 0.09451, 0.23745, 0.19812, 0.23268, 0.16052, 0.03525, 0.30122, 0.0, 0.19866999999999999, 0.26794, 0.25623, 0.31429999999999997, 0.043840000000000004, 0.19712, 0.20602, 0.16432, 0.34405, 0.23271, 0.11579, 0.31179, 0.32141, 0.15087, 0.1576, 0.265, 0.08529, 0.35609999999999997, 0.08764, 0.11979, 0.09354, 0.03838, 0.32394, 0.04922, 0.2125, 0.11774, 0.2806, 0.10124, 0.11205, 0.23582999999999998, 0.16727999999999998, 0.08216, 0.2304, 0.27121, 0.03567, 0.07722, 0.06785, 0.07781, 0.2609, 0.26166, 0.26018, 0.29874, 0.23635, 0.12432, 0.11394, 0.21087999999999998, 0.32395, 0.17587]"
breastw,J+,IForest,0.184,0.304,0.092,"[0.11223, 0.3263, 0.13439, 0.25739, 0.2351, 0.23149, 0.19541999999999998, 0.21162, 0.28054, 0.06087, 0.20967, 0.26061, 0.27767, 0.06865, 0.12515, 0.32997, 0.10849, 0.22947, 0.03504, 0.13689, 0.24076999999999998, 0.10478, 0.11287, 0.30271, 0.07902, 0.25111, 0.16838999999999998, 0.16352, 0.17141, 0.27832, 0.1922, 0.07082, 0.25314, 0.24286, 0.29394, 0.26344, 0.37074, 0.22916, 0.16568, 0.31078, 0.019479999999999997, 0.10048, 0.02049, 0.18938, 0.20103, 0.10199, 0.15721, 0.07468, 0.16061, 0.18587, 0.30299, 0.0, 0.19133, 0.25703, 0.04098, 0.29414, 0.21156, 0.26789, 0.19315, 0.15264, 0.34224, 0.23822, 0.11774, 0.32728, 0.34319, 0.08721999999999999, 0.14589, 0.25618, 0.12639999999999998, 0.35285, 0.08216999999999999, 0.10731, 0.10492, 0.32553, 0.04809, 0.28687, 0.11515, 0.04841, 0.19161999999999998, 0.11108, 0.13482, 0.22638, 0.13546, 0.04517, 0.28062, 0.06635, 0.19941, 0.0686, 0.10445, 0.07603, 0.20972, 0.27308, 0.25101, 0.30183, 0.19285, 0.09756, 0.11835, 0.17541, 0.32505, 0.17823]"
breastw,CV,IForest,0.18,0.304,0.096,"[0.07099, 0.24067, 0.32036, 0.21454, 0.23455, 0.0912, 0.25618, 0.13087, 0.29792, 0.2158, 0.23305, 0.0, 0.17036, 0.06948, 0.13893, 0.27465, 0.02591, 0.12563, 0.32467, 0.2591, 0.11239, 0.30147, 0.07173, 0.08016, 0.24719, 0.15527, 0.13688, 0.22613, 0.1131, 0.27348, 0.22864, 0.2565, 0.07681, 0.29496, 0.25574, 0.20442, 0.15844, 0.34817, 0.3302, 0.19519999999999998, 0.03806, 0.042429999999999995, 0.003, 0.20205, 0.03663, 0.21698, 0.14465, 0.18622, 0.19279, 0.06425, 0.35231, 0.0, 0.22899, 0.20261, 0.25764, 0.04228, 0.29426, 0.17099, 0.20978, 0.18588, 0.34829, 0.15166, 0.11581999999999999, 0.11674, 0.31704, 0.13777, 0.13462, 0.37987, 0.25346, 0.33768, 0.08904, 0.15016, 0.02198, 0.06541999999999999, 0.27927, 0.18848, 0.28051, 0.1462, 0.0, 0.10192, 0.09386, 0.16323, 0.1683, 0.28468, 0.24092, 0.05636, 0.06931, 0.15112, 0.08942, 0.07561, 0.28566, 0.25209, 0.08676, 0.15635, 0.30277, 0.3145, 0.29045, 0.13138, 0.15618, 0.2148]"
breastw,CV+,IForest,0.185,0.309,0.093,"[0.14698, 0.21867, 0.28099999999999997, 0.18938, 0.26456, 0.08729, 0.11989999999999999, 0.25031, 0.25854, 0.3119, 0.17819, 0.030549999999999997, 0.33298, 0.26461, 0.27428, 0.08934, 0.15193, 0.12631, 0.23004, 0.040119999999999996, 0.16654, 0.15406, 0.32929, 0.09194, 0.09708, 0.18943, 0.24566, 0.26867, 0.24931, 0.13749, 0.08591, 0.20982, 0.27371, 0.28021, 0.22294, 0.26224, 0.22525, 0.15842, 0.30846, 0.34768, 0.02073, 0.07543, 0.07348, 0.19661, 0.003, 0.09834999999999999, 0.24719, 0.18529, 0.20214, 0.05539, 0.32762, 0.0, 0.25745, 0.20502, 0.03939, 0.30165, 0.27324, 0.13754, 0.18433, 0.2098, 0.31688, 0.1864, 0.11888, 0.12531, 0.32242, 0.23359, 0.30402, 0.15144, 0.14123, 0.34321, 0.08685, 0.08799, 0.18351, 0.31716, 0.04481, 0.14497, 0.28687, 0.04875, 0.08415, 0.18489, 0.22552, 0.04281, 0.19577, 0.2726, 0.038579999999999996, 0.08893, 0.19666, 0.07273, 0.09193, 0.0742, 0.27998, 0.25157, 0.28876999999999997, 0.11959, 0.17779999999999999, 0.30437, 0.10506, 0.36872, 0.14328, 0.21326]"
musk,SC,IForest,0.102,0.228,0.096,"[0, 0.08700000000000001, 0.14802, 0.15168, 0, 0.11789, 0, 0.07, 0.20945, 0, 0, 0.28875, 0, 0, 0.22767, 0, 0.09025, 0.43774, 0.04, 0.24377, 0.15878, 0.18498, 0, 0, 0, 0.01426, 0, 0.23844, 0.18408, 0.13299, 0.26726, 0.04658, 0.16381, 0.06046, 0.15807, 0, 0.08658, 0.11228, 0, 0.07183, 0.06071, 0.02178, 0.1354, 0.23573, 0.1631, 0, 0.22611, 0.26422, 0.17762, 0.15828, 0.00571, 0.05181, 0.2893, 0.035, 0, 0.27132, 0.01724, 0.21576, 0.14343, 0.18986, 0, 0, 0.12819, 0, 0.22186, 0, 0.021, 0.14302, 0, 0.17386, 0.20812, 0, 0.19527, 0.0987, 0, 0.09993, 0, 0.056, 0.13733, 0.0965, 0.19302, 0.1103, 0.06471, 0.12233, 0, 0.06017, 0.09047, 0, 0.24459, 0, 0, 0.017, 0.17003, 0, 0.17139, 0.22164, 0.20223, 0.10637, 0, 0.14942]"
musk,CV,IForest,0.099,0.342,0.141,"[0.34388, 0, 0.35793, 0.22979, 0.00408, 0.32519, 0.18094, 0.32276, 0, 0, 0.26283, 0.34474, 0, 0.07, 0.3619, 0.39983, 0, 0, 0.23592, 0, 0.034, 0.11, 0.22868, 0, 0.40042, 0, 0, 0.15839999999999999, 0, 0.20216, 0, 0, 0.21369, 0.10478, 0.15666, 0.06074, 0.16337000000000002, 0, 0.17175, 0.008579999999999999, 0.04763, 0, 0, 0.34217, 0, 0, 0, 0.05825, 0.10556, 0.12811, 0.061, 0.0938, 0.17905, 0, 0.01, 0.28476, 0.08726, 0, 0, 0, 0.048709999999999996, 0, 0, 0.17123, 0, 0.2, 0.66725, 0.11874, 0, 0.01458, 0, 0, 0, 0, 0.36269, 0, 0.03, 0.04702, 0.1, 0, 0, 0, 0, 0, 0.00336, 0, 0, 0.48186, 0.16513, 0, 0, 0, 0.06177, 0, 0.13, 0, 0.46, 0.0075, 0, 0]"
musk,CV+,IForest,0.008,0.011,0.025,"[0, 0, 0.00281, 0, 0, 0, 0, 0.13114, 0, 0, 0, 0, 0, 0, 0, 0, 0.0075, 0.00417, 0, 0, 0, 0.04952, 0, 0, 0, 0, 0, 0.11018, 0, 0, 0, 0.0709, 0.08886, 0.0, 0.01733, 0, 0.051750000000000004, 0, 0.00984, 0, 0, 0, 0, 0.0513, 0, 0, 0, 0, 0.09, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00167, 0, 0.004, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.11076, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
