dataset,method,model,calib_size,mean,q90,std,raw
wine,JaB,PCA,200,0.158,0.511,0.211,"[0.0, 0, 0.0, 0.0, 0.5919, 0.0, 0.16835, 0.008, 0.10587, 0, 0.033350000000000005, 0, 0.3625, 0, 0.25721, 0.04002, 0.26584, 0.021670000000000002, 0.54386, 0.0, 0, 0.63153, 0, 0, 0.17171, 0.31334, 0.0075, 0.0, 0.0, 0.05, 0.0915, 0.14922000000000002, 0.008, 0, 0.04834, 0.013340000000000001, 0, 0, 0.17002, 0, 0.08667, 0.0, 0.0375, 0.32002, 0.295, 0.40057, 0.6312, 0.53723, 0.57556, 0.07467, 0, 0.28533000000000003, 0.07503, 0.0, 0.0, 0.0, 0.24357, 0.21386, 0.07466, 0.23918, 0.49919, 0.50301, 0, 0.44734, 0.053, 0.28667, 0, 0.0, 0, 0, 0, 0.32, 0.006670000000000001, 0.0, 0, 0.50835, 0, 0.03389, 0.32, 0.82512, 0.45971, 0, 0, 0.25, 0, 0, 0.275, 0.0, 0.024, 0.58588, 0.28, 0.26753, 0, 0.0, 0.00909, 0.24501, 0.10001, 0.0, 0.77878, 0.53139]"
wine,JaB,PCA,300,0.171,0.52,0.214,"[0, 0.013340000000000001, 0.0, 0.54107, 0, 0, 0.0, 0.0, 0.18, 0.10587, 0, 0.06168, 0.422, 0.255, 0.20002, 0.18935, 0.31167, 0.27837, 0, 0.0, 0, 0.63553, 0.26086, 0, 0, 0.065, 0.026680000000000002, 0.0, 0.11002, 0.35001, 0.016, 0.14922000000000002, 0, 0, 0.013340000000000001, 0.36423, 0.30834, 0, 0.17002, 0, 0.0, 0.295, 0.08799, 0.32668, 0.40557, 0, 0.55305, 0.6312, 0.6025200000000001, 0.18967, 0.0, 0.36783, 0, 0, 0.0, 0.21386, 0.0385, 0.0, 0.44829, 0.02583, 0.63251, 0.63585, 0.44984, 0, 0, 0, 0.0, 0.12636, 0, 0.29834, 0.32, 0.0, 0.52054, 0.0, 0.008329999999999999, 0.006670000000000001, 0, 0.28002, 0.05055, 0.82511, 0.40971, 0.25, 0, 0, 0.008, 0, 0.2785, 0, 0.20569, 0.33488, 0.02, 0, 0.255, 0.25919, 0.52001, 0.0, 0.76713, 0.0, 0.0, 0.46889000000000003]"
wine,JaB,PCA,400,0.167,0.523,0.21,"[0, 0.41157, 0.12834, 0.0, 0, 0, 0.0075, 0.0, 0.18, 0.10587, 0, 0.15351, 0.47332, 0.27, 0.20002, 0, 0.21873, 0.0075, 0.006670000000000001, 0.27837, 0, 0.2775, 0.55071, 0, 0.31001, 0, 0.026680000000000002, 0.08502, 0.13670000000000002, 0.0, 0.024, 0, 0.14922000000000002, 0, 0.03767, 0.013340000000000001, 0, 0.30834, 0.1767, 0, 0.0075, 0.6105700000000001, 0.32668, 0.59169, 0.6272, 0.55305, 0.24299, 0.02001, 0.295, 0, 0.13968, 0.0, 0.025, 0.35886, 0.0385, 0.26466, 0.0, 0.0, 0.015, 0.0, 0.63751, 0.62919, 0, 0.44501, 0, 0, 0.28667, 0.053, 0, 0.0, 0.32, 0.11167, 0.0, 0.50885, 0.32, 0.03389, 0.0, 0, 0.0, 0.78503, 0, 0.25, 0, 0, 0.028, 0.34471, 0.2725, 0, 0.024, 0.57088, 0.015, 0.28, 0.26753, 0.255, 0.03, 0.52001, 0.0, 0.0, 0.77334, 0.3222]"
wine,JaB,PCA,500,0.16,0.461,0.205,"[0.01633, 0.41807, 0.0, 0.12834, 0, 0, 0.10587, 0.16835, 0.0, 0.0, 0, 0.20002, 0.08468, 0.10003000000000001, 0.45533, 0, 0.39965, 0.25501, 0.0075, 0.021670000000000002, 0, 0, 0.31001, 0.54471, 0.2775, 0, 0.04002, 0.18671000000000001, 0.0, 0.05, 0.084, 0.013340000000000001, 0.04517, 0, 0.008, 0.34434, 0, 0, 0.14922000000000002, 0.17002, 0.32668, 0.6105700000000001, 0.295, 0.0325, 0.6272, 0.0465, 0.23882, 0.55305, 0.59219, 0, 0.0, 0.0, 0.10503, 0.26466, 0.025, 0.0, 0.0385, 0.21386, 0.0, 0.015, 0.50751, 0.44667, 0, 0, 0, 0.59419, 0.0, 0.28667, 0, 0.13269, 0.32, 0, 0.39835, 0.0, 0.0, 0.0, 0, 0.32, 0.05246, 0.82015, 0.34136, 0.2785, 0, 0.25, 0, 0, 0.028, 0, 0.0, 0.33588, 0.02, 0.255, 0.26753, 0, 0.03, 0.0, 0.52001, 0.0, 0.77598, 0.44639]"
wine,JaB,PCA,600,0.163,0.478,0.205,"[0.01633, 0.17085, 0.55, 0.0, 0, 0, 0.0, 0.16835, 0.0, 0.10587, 0, 0.10568, 0.20002, 0.59405, 0.10003000000000001, 0, 0.27, 0.0, 0.40013, 0.021670000000000002, 0, 0.47442, 0.31001, 0, 0.28, 0.0, 0, 0.0, 0.095, 0.05, 0.084, 0.04517, 0.33834, 0, 0.33922, 0.013340000000000001, 0, 0.17002, 0, 0, 0.40057, 0.0, 0.32668, 0.295, 0.6572, 0, 0.56809, 0.23882, 0.56004, 0, 0.0, 0, 0.20968, 0.025, 0, 0.21386, 0.26466, 0.0385, 0.0, 0.015, 0.50751, 0.59419, 0.44667, 0, 0, 0, 0.0, 0.29834, 0.11268, 0, 0.32, 0.0, 0, 0.39885, 0.0, 0, 0, 0.16844, 0.81986, 0.32, 0.34971, 0, 0.25, 0, 0.02, 0.2785, 0, 0, 0.0, 0.33356, 0, 0.28, 0.26753, 0.255, 0.0, 0.52001, 0.0, 0.76834, 0.0, 0.30052]"
wine,JaB,PCA,700,0.161,0.461,0.204,"[0, 0.013340000000000001, 0.0, 0.58325, 0.0, 0, 0, 0.18, 0.0, 0.10587, 0, 0.45633, 0, 0.25501, 0.20002, 0.06968, 0.21855, 0.27837, 0.021670000000000002, 0.0, 0.65806, 0, 0.18671000000000001, 0, 0.13670000000000002, 0.31001, 0.0, 0.28, 0, 0.0, 0.43422, 0, 0.013340000000000001, 0, 0.0915, 0.13852, 0.06434000000000001, 0, 0, 0.17002, 0.295, 0.0, 0.55305, 0.40057, 0.65222, 0.32335, 0.25782, 0.0375, 0, 0.57219, 0.20668, 0, 0.0, 0.28969, 0.0385, 0.025, 0.0, 0.015, 0.17966000000000001, 0.0, 0.50751, 0.62919, 0, 0.44667, 0, 0, 0.28667, 0.0, 0.053, 0, 0.32, 0.41837, 0, 0.006670000000000001, 0.05246, 0.0, 0, 0.28002, 0, 0.76668, 0.34136, 0, 0.25, 0, 0, 0, 0.039, 0.2725, 0.0, 0.33356, 0.28, 0, 0.24919, 0.255, 0.0, 0.0, 0.0, 0.51002, 0.34889000000000003, 0.73333]"
wine,JaB,PCA,800,0.164,0.48,0.204,"[0, 0, 0.013340000000000001, 0.4766, 0.0, 0.0, 0.0375, 0, 0.0225, 0.18, 0, 0.09968, 0.25501, 0, 0.20002, 0.51307, 0.006670000000000001, 0.20024, 0.28303, 0.0, 0.65806, 0.31001, 0, 0, 0.008, 0.2775, 0.0, 0, 0.11002, 0.18671000000000001, 0.35422, 0, 0, 0.29155000000000003, 0.13852, 0, 0.013340000000000001, 0.34034, 0.1767, 0, 0.39724, 0.0075, 0.24299, 0.34335, 0.0375, 0.295, 0.55971, 0.6272, 0.55305, 0.026680000000000002, 0.0, 0.20968, 0.05502, 0.21969, 0.0, 0.17966000000000001, 0.24857, 0.0, 0, 0.015, 0.50751, 0.62919, 0.44667, 0, 0, 0, 0.061, 0.30167, 0.0, 0.008329999999999999, 0.32002, 0.39885, 0.0, 0, 0, 0, 0.0, 0.28002, 0.03389, 0.79097, 0.40971, 0.028, 0.25, 0, 0, 0, 0.2785, 0.0, 0, 0.33356, 0.02, 0.52001, 0.255, 0, 0.0, 0.26753, 0.0, 0.0, 0.7633300000000001, 0.3222]"
wine,JaB,PCA,900,0.159,0.507,0.204,"[0.013340000000000001, 0, 0.0075, 0.0, 0, 0.20791, 0, 0.18, 0.08586, 0.0, 0.21851, 0, 0.20002, 0.52283, 0.255, 0, 0.28303, 0.06909, 0.0, 0.006670000000000001, 0, 0.2775, 0, 0.0, 0.61454, 0.19471, 0, 0.008, 0.31001, 0.13670000000000002, 0, 0, 0.0915, 0.013340000000000001, 0, 0.14922000000000002, 0.33834, 0.04002, 0.20353000000000002, 0, 0.295, 0.32668, 0.10253000000000001, 0.55305, 0.24299, 0.40057, 0.013340000000000001, 0.6572, 0.5605600000000001, 0, 0.025, 0.0, 0.26117, 0.21386, 0, 0.0, 0.0385, 0.26466, 0.0, 0.0, 0.50751, 0.62919, 0, 0, 0.46652, 0.038, 0, 0.0, 0.29834, 0, 0.32, 0.006670000000000001, 0.41837, 0, 0, 0.0, 0, 0.31002, 0.03389, 0.7843100000000001, 0.34471, 0, 0, 0, 0.028, 0.25, 0, 0.28017, 0.0, 0.33356, 0.02, 0.015, 0.56253, 0.0, 0.0775, 0.255, 0.50669, 0.0, 0.77627, 0.29136]"
wine,JaB,PCA,1000,0.164,0.484,0.205,"[0, 0.0, 0, 0.0, 0.17085, 0, 0.0375, 0.0225, 0.17634, 0.18, 0, 0.27637, 0, 0.22767, 0.21855, 0.50405, 0.48172, 0.255, 0.0, 0, 0.32, 0.42504000000000003, 0.55653, 0.0, 0, 0, 0, 0.0, 0.13670000000000002, 0.26086, 0.35422, 0, 0.18352000000000002, 0, 0.084, 0.34434, 0.013340000000000001, 0.04002, 0, 0, 0.0325, 0.0375, 0.39724, 0.55305, 0.34668, 0.08799, 0.6572, 0.295, 0.5605600000000001, 0, 0.0, 0.21768, 0.28969, 0.025, 0, 0.0385, 0.0, 0.0, 0.0, 0.26466, 0, 0.44667, 0, 0.50751, 0.62919, 0, 0, 0.061, 0.29834, 0.0, 0.32, 0.006670000000000001, 0.0, 0.0, 0, 0, 0.39835, 0.28668, 0.78503, 0.03389, 0.45971, 0.25, 0.028, 0.2725, 0, 0, 0, 0, 0.33356, 0.0, 0.02, 0.255, 0.03, 0.0, 0.0, 0.26753, 0, 0.51002, 0.78378, 0.3222]"
wine,J+aB,PCA,100,0.162,0.528,0.228,"[0, 0.0, 0.18, 0.64016, 0.0, 0, 0.0, 0, 0, 0.34087, 0, 0.0, 0.0, 0.3, 0.25501, 0.037340000000000005, 0, 0.52637, 0.0075, 0.29, 0, 0, 0.2775, 0.31334, 0.0, 0.7289, 0.0, 0.0, 0, 0.36752, 0.36922, 0, 0, 0, 0, 0, 0.04834, 0.0, 0, 0, 0.295, 0.6472, 0.54136, 0.24167, 0.39987, 0.0, 0.55305, 0.0155, 0.45835, 0.04301, 0.0, 0.54554, 0.0, 0.24003, 0.06803000000000001, 0, 0, 0.07466, 0, 0.015, 0.63251, 0.49751, 0.02001, 0, 0, 0.44834, 0.13136, 0.0, 0, 0.285, 0.32, 0.0, 0.51969, 0, 0, 0.060020000000000004, 0, 0, 0, 0.8225, 0.253, 0.323, 0, 0, 0, 0, 0.0, 0.29, 0.0335, 0.70611, 0, 0.0, 0.0225, 0.39501000000000003, 0.51335, 0.0, 0.0, 0, 0.3572, 0.73549]"
wine,J+aB,PCA,200,0.145,0.457,0.205,"[0, 0.16552, 0.0, 0.0, 0, 0.18, 0, 0.10587, 0.0, 0.0, 0, 0.20858000000000002, 0.0, 0.02, 0.42167, 0, 0.08335000000000001, 0.255, 0.55303, 0.0, 0.71229, 0, 0, 0.0075, 0, 0.0, 0.32, 0.065, 0.0, 0.13670000000000002, 0.14922000000000002, 0.016, 0.09834, 0.04002, 0.04834, 0, 0, 0.031, 0, 0, 0.24299, 0.0, 0.32335, 0.40057, 0.29167, 0.53723, 0.006670000000000001, 0.57219, 0.04301, 0.6312, 0, 0, 0.20803, 0.0385, 0.0, 0.35886, 0, 0.07466, 0, 0.23168, 0.49919, 0.37251, 0, 0.44834, 0, 0, 0.0, 0.28667, 0.008, 0, 0.32, 0.006670000000000001, 0.50835, 0, 0, 0.0, 0, 0.025, 0.32, 0.82512, 0.45971, 0.253, 0, 0, 0.008, 0, 0.29, 0.024, 0, 0.33588, 0.02, 0, 0.08919, 0.255, 0.0, 0.0, 0.31001, 0.0, 0.78528, 0.4572]"
wine,J+aB,PCA,300,0.15,0.464,0.202,"[0, 0.0, 0.16835, 0, 0.17409, 0.0075, 0, 0.0, 0.0, 0.10587, 0.02, 0.58957, 0.28503, 0, 0, 0.27, 0.40112000000000003, 0.09002, 0.19968, 0.0, 0.0075, 0.54089, 0.0, 0, 0, 0.08502, 0, 0.35501, 0.095, 0.05, 0.14922000000000002, 0.008, 0.013340000000000001, 0, 0.26066, 0, 0, 0.04834, 0, 0.1767, 0.33, 0.0, 0.25782, 0, 0.40057, 0.62622, 0.55223, 0.295, 0.57501, 0.04301, 0.21026, 0, 0.016, 0, 0.21386, 0.0, 0.0, 0.26466, 0, 0.015, 0.63751, 0.49919, 0, 0, 0.44817, 0, 0.0, 0.038, 0.28667, 0, 0.32, 0.50337, 0.006670000000000001, 0.0, 0.0, 0, 0.28002, 0, 0.025, 0.8189, 0.45971, 0, 0.25, 0, 0, 0, 0, 0.29, 0.024, 0.16482, 0.0, 0, 0.31001, 0.255, 0.27419, 0.0, 0.0, 0.018090000000000002, 0.7321300000000001, 0.4222]"
wine,J+aB,PCA,400,0.153,0.424,0.197,"[0.0, 0.0, 0, 0, 0.03834, 0, 0.17501, 0.38741, 0.34087, 0, 0.422, 0, 0, 0.16108, 0.04968, 0.021670000000000002, 0.0, 0.27, 0.28503, 0.09002, 0, 0.31667, 0.04002, 0, 0.56472, 0, 0, 0.0, 0.05, 0.065, 0.14922000000000002, 0.024, 0.13852, 0, 0, 0.04834, 0, 0, 0.1767, 0, 0.0075, 0.25782, 0.55223, 0.32543, 0.295, 0.40057, 0.3075, 0.59219, 0.6272, 0.03468, 0, 0.07503, 0.34587, 0.23664, 0.0385, 0.0, 0.26466, 0.0, 0, 0.025, 0.50501, 0.62919, 0, 0.44667, 0.0, 0, 0, 0.053, 0.28667, 0, 0.32, 0.008329999999999999, 0.39337, 0.11167, 0, 0, 0.0, 0.32, 0.03389, 0.76929, 0.34471, 0, 0.25, 0.008, 0, 0, 0, 0.2785, 0.024, 0.33356, 0.02, 0, 0.03, 0.255, 0.51335, 0.24919, 0.0, 0.0, 0.71427, 0.23971]"
wine,J+aB,PCA,500,0.158,0.447,0.206,"[0.5666100000000001, 0.03834, 0, 0, 0.16835, 0.0, 0, 0.0, 0.0, 0.10587, 0, 0, 0.28503, 0.06968, 0.20002, 0.02, 0.45283, 0.27, 0.39965, 0.0, 0.63304, 0, 0, 0, 0, 0.32, 0.0, 0.0, 0.19671, 0.13670000000000002, 0, 0.14922000000000002, 0.084, 0, 0.04517, 0, 0, 0.1767, 0.33834, 0, 0.40057, 0.0075, 0.55305, 0.24299, 0.32668, 0, 0.295, 0.65622, 0, 0.59219, 0, 0.11526, 0.35886, 0.0385, 0.025, 0, 0.26466, 0.0, 0, 0.015, 0.37751, 0, 0, 0.62919, 0.0, 0, 0.44667, 0.12636, 0.28667, 0, 0.32002, 0.38885000000000003, 0.0, 0, 0, 0.32, 0, 0.06067, 0.03389, 0.82015, 0.34471, 0.25, 0, 0, 0, 0, 0.028, 0.2725, 0.0155, 0.33488, 0.02, 0.27419, 0, 0.24501, 0.0, 0.0, 0.0625, 0.51335, 0.77967, 0.34639000000000003]"
wine,J+aB,PCA,600,0.152,0.42,0.196,"[0, 0.0, 0, 0.0075, 0.18, 0.42007, 0, 0.013340000000000001, 0.0, 0.10587, 0.27, 0, 0.422, 0.20002, 0, 0.04968, 0, 0.0075, 0.10003000000000001, 0.39643, 0, 0.28, 0, 0.31334, 0.52653, 0, 0.18671000000000001, 0.0, 0.0, 0.13752, 0, 0.14922000000000002, 0.084, 0, 0, 0.14518, 0.33834, 0, 0.17002, 0, 0.0, 0.24299, 0.32668, 0.295, 0.40057, 0, 0.57141, 0.65622, 0.54968, 0, 0, 0.19608, 0.025, 0.21386, 0.0385, 0.0, 0.0, 0.26466, 0, 0.015, 0.37251, 0.62919, 0.44834, 0, 0, 0.0, 0, 0.038, 0.28167, 0, 0.32002, 0.0, 0.4197, 0, 0.0, 0, 0.31002, 0.07913, 0, 0.79022, 0.34471, 0.25, 0, 0, 0, 0.306, 0.028, 0, 0.015, 0.33356, 0.02, 0, 0.255, 0.24253, 0.31001, 0.0, 0.0, 0.0, 0.76834, 0.31971]"
wine,J+aB,PCA,700,0.151,0.449,0.196,"[0.18, 0.0, 0.41189, 0, 0.0075, 0.0, 0.10587, 0.03834, 0, 0, 0, 0, 0.09002, 0.46784000000000003, 0.57306, 0.04968, 0.27, 0.10003000000000001, 0, 0.0, 0, 0.52653, 0.2775, 0.32, 0.0, 0.0, 0, 0, 0.18671000000000001, 0.13670000000000002, 0.084, 0.14922000000000002, 0.08518, 0.34434, 0, 0, 0.013340000000000001, 0, 0.04002, 0.0, 0.03917, 0.32668, 0.40057, 0.295, 0.55305, 0.24299, 0.0375, 0.6312, 0.56104, 0.026680000000000002, 0, 0.10503, 0.0385, 0.35502, 0.0, 0, 0.025, 0.17966000000000001, 0, 0.025, 0.37251, 0.49919, 0.44667, 0, 0, 0, 0.0, 0.038, 0.28167, 0, 0.32, 0.0, 0.0, 0.30837, 0, 0, 0, 0.31002, 0.03389, 0.77168, 0.34471, 0, 0, 0.25, 0.028, 0.2785, 0, 0, 0.0, 0.33356, 0.02, 0.26753, 0, 0.255, 0.0, 0.51335, 0.0775, 0.0, 0.73334, 0.31971]"
wine,J+aB,PCA,800,0.162,0.453,0.202,"[0.013340000000000001, 0, 0, 0.0, 0.0, 0.18, 0, 0.10587, 0.5809300000000001, 0.0, 0, 0.19968, 0.09002, 0.5030600000000001, 0.0, 0, 0.42449000000000003, 0.0, 0.27, 0.25503, 0, 0.63304, 0, 0.2775, 0.0, 0.31334, 0.18671000000000001, 0.0, 0, 0.11002, 0.43422, 0, 0.29155000000000003, 0, 0.15834, 0, 0.03767, 0.006670000000000001, 0.17002, 0, 0.0325, 0.24299, 0.34668, 0.295, 0.40057, 0.6272, 0.54219, 0.0375, 0.55305, 0.02001, 0, 0.025, 0.18493, 0.0, 0.0385, 0, 0.21386, 0, 0.44805, 0.015, 0.37751, 0.49919, 0, 0, 0.44817, 0.08968, 0, 0.0, 0.28167, 0, 0.006670000000000001, 0.32002, 0.3897, 0, 0, 0.32, 0, 0.0, 0.0439, 0.79001, 0.34471, 0.25, 0, 0, 0.028, 0.306, 0, 0, 0.0, 0.33356, 0.255, 0, 0.02, 0.26753, 0.52001, 0.0, 0.0775, 0.0, 0.73423, 0.18967]"
wine,J+aB,PCA,900,0.154,0.47,0.198,"[0, 0.22791, 0, 0.0, 0, 0.16835, 0.10587, 0.013340000000000001, 0.0, 0.0075, 0.09968, 0.27, 0, 0.5030600000000001, 0.20024, 0, 0.22402, 0.25503, 0.021670000000000002, 0.0, 0.008, 0, 0.62873, 0.2775, 0, 0.0, 0.0, 0.31334, 0.19671, 0.13670000000000002, 0.084, 0.14922000000000002, 0, 0.006670000000000001, 0, 0.19185, 0, 0.33834, 0, 0.1767, 0.08299, 0.03917, 0.6105700000000001, 0.32335, 0.55305, 0.295, 0.6272, 0.54968, 0.0375, 0.03468, 0.0, 0.18493, 0.025, 0.21386, 0.0, 0.0385, 0.17966000000000001, 0, 0.025, 0, 0.49919, 0.50751, 0, 0.46652, 0, 0, 0.13136, 0.0, 0.30167, 0.008329999999999999, 0.006670000000000001, 0.32002, 0, 0.38837, 0.0, 0, 0.32, 0, 0.03389, 0.82001, 0, 0.45971, 0, 0.25, 0.028, 0, 0.28017, 0, 0.0, 0.33356, 0.02, 0.26753, 0, 0.255, 0.31001, 0.0, 0.0, 0.0, 0.77028, 0.18967]"
wine,J+aB,PCA,1000,0.154,0.464,0.197,"[0, 0.0, 0, 0, 0.41941, 0.0075, 0.10587, 0.0, 0.04417, 0.18, 0.51406, 0, 0.226, 0.20002, 0, 0.19967000000000001, 0.27, 0.26303, 0, 0.0, 0, 0, 0.0075, 0.0, 0.0, 0, 0.53512, 0.31334, 0.13670000000000002, 0.19671, 0.084, 0, 0, 0, 0.14922000000000002, 0.33834, 0.19685, 0.17002, 0, 0, 0.23882, 0.0325, 0.32668, 0.40057, 0.55305, 0.013340000000000001, 0.295, 0.6414, 0.54219, 0.02001, 0, 0.18493, 0.21386, 0.025, 0.0385, 0.0, 0, 0, 0.26466, 0.0, 0.50751, 0, 0.44984, 0.49919, 0, 0, 0.038, 0.0, 0.008329999999999999, 0.28167, 0.38837, 0.32668, 0, 0.0, 0.0, 0, 0, 0.31002, 0.00889, 0.76668, 0.45971, 0.25, 0, 0, 0.02, 0, 0.28017, 0, 0.0, 0.33356, 0.02, 0.26753, 0, 0.51335, 0.255, 0.0, 0.0, 0.0, 0.77923, 0.23971]"
wbc,JaB,PCA,100,0.153,0.356,0.155,"[0.0, 0.04762, 0.0, 0.0, 0.0, 0.08751, 0.09422, 0.06, 0.0, 0.25004, 0, 0.14938, 0.10953, 0, 0.13672, 0.25692, 0.20948, 0.53398, 0.0, 0.0475, 0.006670000000000001, 0.0275, 0.18815, 0.32784, 0.30227, 0.0, 0.0525, 0.22829, 0.13516, 0.15366, 0.12871, 0.43603000000000003, 0.055, 0.0, 0.0191, 0.164, 0.25094, 0.22944, 0.17253, 0.0, 0.1035, 0.13066, 0.02001, 0.16934, 0.19794, 0.027280000000000002, 0.57199, 0, 0.13911, 0.27799, 0.30477, 0.1515, 0.00571, 0.29532, 0.11695, 0.0, 0.36742, 0.35111, 0.0, 0.0, 0.15544, 0, 0.0, 0.59506, 0.0, 0.1915, 0.0, 0.1405, 0.178, 0.29177, 0.50364, 0.44108, 0.35268, 0, 0.0, 0.35436, 0.28163, 0.26833, 0, 0.34769, 0, 0.31059, 0.03576, 0.035, 0.050929999999999996, 0, 0.115, 0.04667, 0.44767, 0.12663, 0.05, 0.38865, 0.08109999999999999, 0.092, 0.21763000000000002, 0.30663, 0, 0.35073, 0.0, 0.46488]"
wbc,JaB,PCA,200,0.162,0.363,0.14,"[0.0, 0.0, 0.12753, 0.20395000000000002, 0.0, 0.11314, 0.08249, 0.0, 0.25362, 0.09422, 0.08913, 0.02067, 0.22294, 0.1308, 0, 0.53398, 0.27945, 0.15928, 0.0, 0.12382, 0.34387, 0.17052, 0.32784, 0.06914000000000001, 0.1854, 0.0, 0.19561, 0.0733, 0.23687, 0.12583, 0.23496, 0.0, 0.41831, 0.09915, 0.38038, 0.0, 0.24295, 0.31934, 0.164, 0.0, 0.24873, 0.16355, 0.20591, 0.42097, 0.02001, 0.12978, 0.0, 0.19794, 0.12498000000000001, 0.27853, 0.27198, 0.04051, 0.20594, 0.24757, 0.031420000000000003, 0.0, 0.10638, 0.39392, 0.0, 0.075, 0.17024, 0.15807, 0.0, 0.0, 0.54038, 0.2405, 0.178, 0.0, 0.07400000000000001, 0.3736, 0.26177, 0.28382, 0.10945, 0.35067, 0.36186, 0.0, 0.0, 0.28911000000000003, 0.0, 0.27332, 0.39753, 0.16979, 0, 0.32157, 0.41217, 0.11597, 0.035, 0.07831, 0.0, 0, 0.12309, 0.025, 0.0, 0.22107, 0.15195, 0.3235, 0.45304, 0.21596, 0, 0.27582]"
wbc,JaB,PCA,300,0.171,0.391,0.147,"[0.0, 0.0, 0.026680000000000002, 0.24565, 0.02855, 0.11314, 0.0, 0.08582000000000001, 0.26801, 0.0, 0.0525, 0.22365000000000002, 0.013999999999999999, 0.0, 0.53248, 0.20948, 0.26322, 0.0733, 0.0, 0.18668, 0.06052, 0.06914000000000001, 0.17089000000000001, 0.34665, 0.0, 0.1854, 0.24729, 0.06915, 0.13685, 0.19612000000000002, 0.49258, 0.08531, 0.39531, 0.10656, 0.23244, 0.0, 0.20063, 0.40245, 0.0, 0.39103, 0.25556, 0.19941, 0.17122, 0.030010000000000002, 0.19794, 0.0072699999999999996, 0.40564, 0.17218, 0.27799, 0.0, 0.20594, 0.21999, 0.27214, 0.147, 0.042, 0.2999, 0.12242, 0.36076, 0.0, 0.0, 0.14544, 0.0, 0.11396, 0.52278, 0.0, 0.0, 0.22309, 0.2405, 0.07400000000000001, 0.29227, 0.26895, 0.28359, 0.3855, 0.0, 0.0, 0.45937, 0.24306, 0.0, 0.2833, 0.10495, 0.045, 0.32757000000000003, 0.00571, 0.0, 0.26975, 0.07163, 0.33957, 0.08581, 0.0575, 0.09911, 0.025, 0.16695000000000002, 0.25013, 0.25132, 0.39494, 0.0, 0.3863, 0.45178, 0.30227, 0.45367999999999997]"
wbc,JaB,PCA,400,0.171,0.392,0.143,"[0.0, 0.0, 0.20566, 0.154, 0.0, 0.08582000000000001, 0.0, 0.02855, 0.0, 0.26197, 0.09413, 0.23165, 0.03, 0.2679, 0.0, 0.0215, 0.17278000000000002, 0.53248, 0.35589, 0.0, 0.26958, 0.05968, 0.34665, 0.16296, 0.0, 0.07914, 0.24016, 0.06915, 0.12583, 0.17562, 0.43331000000000003, 0.36558, 0.0, 0.06571, 0.0883, 0.24295, 0.20063, 0.40245, 0.40203, 0.0675, 0.18122, 0.25156, 0.19794, 0.030010000000000002, 0.11478000000000001, 0.50115, 0.20591, 0.0, 0.08601, 0.27853, 0.146, 0.2053, 0.0785, 0.04051, 0.34242, 0.23757, 0.27132, 0.26831, 0.0, 0.0, 0.15542, 0.14177, 0.01875, 0.0, 0.39621, 0.0, 0.18313000000000001, 0.07400000000000001, 0.21609, 0.21544, 0.28048, 0.27442, 0.0, 0.0, 0.35552, 0.46555, 0.045, 0.27332, 0.24306, 0.10954, 0.07164, 0.32157, 0.15938, 0.34667, 0.00571, 0.07163, 0.12528, 0.0, 0.08581, 0.08348, 0.15781, 0.07997, 0.39195, 0.0, 0.2764, 0.30622, 0.2343, 0.44101, 0.39612, 0.45888]"
wbc,JaB,PCA,500,0.177,0.368,0.14,"[0.0, 0.03855, 0.026680000000000002, 0.0, 0.0, 0.22312, 0.08582000000000001, 0.22564, 0.26539, 0.0, 0.0525, 0.0, 0.24665, 0.26522, 0.10371, 0.06663000000000001, 0.17278000000000002, 0.53248, 0.28215, 0.0, 0.31852, 0.06914000000000001, 0.1854, 0.24729, 0.15989, 0.33365, 0.0, 0.04, 0.19411, 0.15214, 0.10107, 0.0, 0.43831, 0.0883, 0.09021, 0.24295, 0.109, 0.38038, 0.40869, 0.0, 0.22179000000000001, 0.19122, 0.16934, 0.17102, 0.53132, 0.22827, 0.19794, 0.07388, 0.0, 0.27799, 0.20594, 0.036000000000000004, 0.29732, 0.27758, 0.15301, 0.23102, 0.06, 0.27072, 0.0, 0.36742, 0.14177, 0.0, 0.0, 0.2959, 0.24626, 0.32253, 0.45869, 0.1915, 0.23550000000000001, 0.020999999999999998, 0.09164, 0.27442, 0, 0.28382, 0.27634000000000003, 0.48589, 0.0, 0.2833, 0.21837, 0.0, 0.33657, 0.08581, 0.16274, 0.25976, 0.07164, 0.41217, 0.0, 0.0, 0.07163, 0.07748000000000001, 0.07997, 0.33389, 0.3235, 0.15781, 0.3738, 0.0, 0.45178, 0.16065000000000002, 0.18262, 0.23572]"
